"category","sales","ship_date","product_id","city","profit","state","zipcode","row_id","region","ship_mode","order_id","segment","sub_category","order_date","quantity","discount","country","customer_name","product_name","customer_id"
"Technology","494.97","2015-08-09","TEC-PH-10003601","Springfield","148.491","Virginia","22153","8899","South","Second Class","CA-2015-163237","Corporate","Phones","2015-08-07","3","0","United States","Eudokia Martin","Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver","EM-14095"
"Office Supplies","25.06","2015-08-09","OFF-LA-10004545","Springfield","11.7782","Virginia","22153","8900","South","Second Class","CA-2015-163237","Corporate","Labels","2015-08-07","2","0","United States","Eudokia Martin","Avery 50","EM-14095"
"Furniture","32.064","2016-06-04","FUR-FU-10001379","Decatur","-12.8256","Illinois","62521","8901","Central","Standard Class","CA-2016-150483","Consumer","Furnishings","2016-05-31","3","","United States","Beth Paige","Executive Impressions 16-1/2"" Circular Wall Clock","BP-11290"
"Office Supplies","18.496","2016-06-04","OFF-PA-10001846","Decatur","6.7048","Illinois","62521","8902","Central","Standard Class","CA-2016-150483","Consumer","Paper","2016-05-31","4","","United States","Beth Paige","Xerox 1899","BP-11290"
"Furniture","191.079","2016-06-04","FUR-CH-10000422","Decatur","-38.2158","Illinois","62521","8903","Central","Standard Class","CA-2016-150483","Consumer","Chairs","2016-05-31","3","","United States","Beth Paige","Global Highback Leather Tilter in Burgundy","BP-11290"
"Office Supplies","10.368","2016-06-04","OFF-PA-10004621","Decatur","3.6288","Illinois","62521","8904","Central","Standard Class","CA-2016-150483","Consumer","Paper","2016-05-31","2","","United States","Beth Paige","Xerox 212","BP-11290"
"Office Supplies","30.53","2016-07-01","OFF-LA-10001474","New York City","14.0438","New York","10009","8905","East","Same Day","US-2016-126431","Home Office","Labels","2016-07-01","1","0","United States","Stephanie Ulpright","Avery 477","SU-20665"
"Technology","30.84","2016-07-01","TEC-AC-10001635","New York City","6.168","New York","10009","8906","East","Same Day","US-2016-126431","Home Office","Accessories","2016-07-01","3","0","United States","Stephanie Ulpright","KeyTronic KT400U2 - Keyboard - Black","SU-20665"
"Office Supplies","75.06","2016-07-01","OFF-PA-10001950","New York City","33.777","New York","10009","8907","East","Same Day","US-2016-126431","Home Office","Paper","2016-07-01","9","0","United States","Stephanie Ulpright","Southworth 25% Cotton Antique Laid Paper & Envelopes","SU-20665"
"Technology","66.976","2016-12-20","TEC-PH-10001552","San Francisco","6.6976","California","94110","8908","West","First Class","CA-2016-139934","Corporate","Phones","2016-12-18","7","","United States","Andy Yotov","I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink","AY-10555"
"Office Supplies","182.72","2015-02-01","OFF-PA-10003790","Moreno Valley","84.0512","California","92553","8909","West","Standard Class","CA-2015-109603","Corporate","Paper","2015-01-26","8","0","United States","Elizabeth Moffitt","Xerox 1991","EM-13825"
"Office Supplies","21.93","2017-11-01","OFF-LA-10002475","Everett","10.3071","Massachusetts","2149","8910","East","Standard Class","CA-2017-160661","Consumer","Labels","2017-10-28","3","0","United States","Sue Ann Reed","Avery 519","SA-20830"
"Technology","95.976","2017-11-08","TEC-AC-10000303","Chattanooga","15.5961","Tennessee","37421","8911","South","Standard Class","CA-2017-102610","Consumer","Accessories","2017-11-04","3","","United States","Christina Anderson","Logitech M510 Wireless Mouse","CA-12265"
"Technology","143.928","2017-11-08","TEC-PH-10000127","Chattanooga","-32.3838","Tennessee","37421","8912","South","Standard Class","CA-2017-102610","Consumer","Phones","2017-11-04","9","","United States","Christina Anderson","iOttie XL Car Mount","CA-12265"
"Office Supplies","3.564","2017-11-08","OFF-BI-10004364","Chattanooga","-2.97","Tennessee","37421","8913","South","Standard Class","CA-2017-102610","Consumer","Binders","2017-11-04","2","","United States","Christina Anderson","Storex Dura Pro Binders","CA-12265"
"Office Supplies","4.928","2017-11-08","OFF-LA-10002195","Chattanooga","1.7248","Tennessee","37421","8914","South","Standard Class","CA-2017-102610","Consumer","Labels","2017-11-04","2","","United States","Christina Anderson","Avery 481","CA-12265"
"Office Supplies","856.656","2016-05-13","OFF-ST-10001490","Austin","107.082","Texas","78745","8915","Central","Standard Class","US-2016-144057","Corporate","Storage","2016-05-09","6","","United States","Cynthia Voltz","Hot File 7-Pocket, Floor Stand","CV-12805"
"Office Supplies","13.184","2016-05-13","OFF-BI-10002852","Austin","-20.4352","Texas","78745","8916","Central","Standard Class","US-2016-144057","Corporate","Binders","2016-05-09","4","","United States","Cynthia Voltz","Ibico Standard Transparent Covers","CV-12805"
"Office Supplies","48.784","2016-05-13","OFF-AP-10000390","Austin","-131.7168","Texas","78745","8917","Central","Standard Class","US-2016-144057","Corporate","Appliances","2016-05-09","4","","United States","Cynthia Voltz","Euro Pro Shark Stick Mini Vacuum","CV-12805"
"Office Supplies","76.64","2016-05-13","OFF-PA-10004327","Austin","26.824","Texas","78745","8918","Central","Standard Class","US-2016-144057","Corporate","Paper","2016-05-09","2","","United States","Cynthia Voltz","Xerox 1911","CV-12805"
"Office Supplies","18.528","2016-05-13","OFF-BI-10002353","Austin","-27.792","Texas","78745","8919","Central","Standard Class","US-2016-144057","Corporate","Binders","2016-05-09","6","","United States","Cynthia Voltz","GBC VeloBind Cover Sets","CV-12805"
"Furniture","177.68","2014-04-08","FUR-FU-10003192","Virginia Beach","46.1968","Virginia","23464","8920","South","Standard Class","CA-2014-160276","Corporate","Furnishings","2014-04-02","2","0","United States","Anna Häberlin","Luxo Adjustable Task Clamp Lamp","AH-10690"
"Technology","159.98","2014-05-03","TEC-AC-10000736","Jamestown","57.5928","New York","14701","8921","East","Standard Class","CA-2014-132983","Corporate","Accessories","2014-04-28","2","0","United States","David Smith","Logitech G600 MMO Gaming Mouse","DS-13180"
"Technology","52.68","2016-10-08","TEC-PH-10003095","Coral Gables","19.755","Florida","33134","8922","South","Standard Class","CA-2016-145709","Corporate","Phones","2016-10-04","3","","United States","Anna Häberlin","Samsung HM1900 Bluetooth Headset","AH-10690"
"Furniture","11.568","2016-10-08","FUR-FU-10002885","Coral Gables","2.6028","Florida","33134","8923","South","Standard Class","CA-2016-145709","Corporate","Furnishings","2016-10-04","3","","United States","Anna Häberlin","Magna Visual Magnetic Picture Hangers","AH-10690"
"Office Supplies","4.572","2017-06-17","OFF-BI-10001525","Hickory","-3.81","North Carolina","28601","8924","South","Standard Class","CA-2017-133928","Consumer","Binders","2017-06-11","4","","United States","Zuschuss Carroll","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red","ZC-21910"
"Technology","1439.968","2016-02-03","TEC-PH-10004241","Rockford","143.9968","Illinois","61107","8925","Central","Standard Class","CA-2016-168032","Consumer","Phones","2016-01-30","4","","United States","David Flashing","Nokia Lumia 1020","DF-13135"
"Office Supplies","1.728","2016-02-03","OFF-BI-10000546","Rockford","-2.6784","Illinois","61107","8926","Central","Standard Class","CA-2016-168032","Consumer","Binders","2016-01-30","3","","United States","David Flashing","Avery Durable Binders","DF-13135"
"Furniture","626.1","2016-02-03","FUR-TA-10004256","Rockford","-538.446","Illinois","61107","8927","Central","Standard Class","CA-2016-168032","Consumer","Tables","2016-01-30","3","","United States","David Flashing","Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables","DF-13135"
"Office Supplies","99.2","2015-09-29","OFF-AR-10002067","Seattle","25.792","Washington","98103","8928","West","Second Class","CA-2015-143616","Corporate","Art","2015-09-27","5","0","United States","Saphhira Shifley","Newell 334","SS-20140"
"Furniture","609.98","2015-04-17","FUR-TA-10000688","Huntsville","-113.282","Texas","77340","8929","Central","Standard Class","US-2015-168704","Consumer","Tables","2015-04-13","4","","United States","Frank Preis","Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base","FP-14320"
"Furniture","211.372","2015-04-17","FUR-TA-10002530","Huntsville","-45.294","Texas","77340","8930","Central","Standard Class","US-2015-168704","Consumer","Tables","2015-04-13","2","","United States","Frank Preis","Iceberg OfficeWorks 42"" Round Tables","FP-14320"
"Technology","239.976","2015-04-17","TEC-PH-10001061","Huntsville","17.9982","Texas","77340","8931","Central","Standard Class","US-2015-168704","Consumer","Phones","2015-04-13","3","","United States","Frank Preis","Apple iPhone 5C","FP-14320"
"Furniture","99.95","2017-12-24","FUR-FU-10001057","Milwaukee","22.9885","Wisconsin","53209","8932","Central","Standard Class","CA-2017-143252","Corporate","Furnishings","2017-12-18","5","0","United States","Harold Engle","Tensor Track Tree Floor Lamp","HE-14800"
"Technology","29.34","2017-12-24","TEC-AC-10002331","Milwaukee","10.8558","Wisconsin","53209","8933","Central","Standard Class","CA-2017-143252","Corporate","Accessories","2017-12-18","3","0","United States","Harold Engle","Maxell 74 Minute CDR, 10/Pack","HE-14800"
"Furniture","16.74","2016-03-19","FUR-FU-10003724","Green Bay","4.3524","Wisconsin","54302","8934","Central","Standard Class","CA-2016-102134","Corporate","Furnishings","2016-03-14","2","0","United States","Sibella Parks","Westinghouse Clip-On Gooseneck Lamps","SP-20545"
"Office Supplies","12.672","2017-08-27","OFF-PA-10000528","Philadelphia","3.96","Pennsylvania","19120","8935","East","Same Day","CA-2017-130036","Corporate","Paper","2017-08-27","3","","United States","Ben Peterman","Xerox 1981","BP-11185"
"Technology","1119.888","2017-08-27","TEC-AC-10001908","Philadelphia","209.979","Pennsylvania","19120","8936","East","Same Day","CA-2017-130036","Corporate","Accessories","2017-08-27","14","","United States","Ben Peterman","Logitech Wireless Headset h800","BP-11185"
"Office Supplies","204.85","2015-12-19","OFF-AR-10003903","Los Angeles","53.261","California","90008","8937","West","Second Class","CA-2015-134117","Consumer","Art","2015-12-17","5","0","United States","Paul Gonzalez","Sanford 52201 APSCO Electric Pencil Sharpener","PG-18895"
"Technology","135.984","2015-12-19","TEC-PH-10004908","Los Angeles","16.998","California","90008","8938","West","Second Class","CA-2015-134117","Consumer","Phones","2015-12-17","2","","United States","Paul Gonzalez","Panasonic KX TS3282W Corded phone","PG-18895"
"Office Supplies","16.4","2015-12-19","OFF-AR-10001940","Los Angeles","7.052","California","90008","8939","West","Second Class","CA-2015-134117","Consumer","Art","2015-12-17","5","0","United States","Paul Gonzalez","Sanford Colorific Eraseable Coloring Pencils, 12 Count","PG-18895"
"Office Supplies","92.96","2015-12-19","OFF-BI-10002026","Los Angeles","31.374","California","90008","8940","West","Second Class","CA-2015-134117","Consumer","Binders","2015-12-17","2","","United States","Paul Gonzalez","Avery Arch Ring Binders","PG-18895"
"Office Supplies","7.632","2014-08-24","OFF-SU-10003936","North Miami","-1.8126","Florida","33161","8941","South","Second Class","CA-2014-130918","Consumer","Supplies","2014-08-22","3","","United States","Jeremy Pistek","Acme Serrated Blade Letter Opener","JP-15520"
"Office Supplies","4.158","2016-11-05","OFF-BI-10002813","Portland","-3.465","Oregon","97206","8942","West","First Class","CA-2016-159023","Consumer","Binders","2016-11-03","7","","United States","Natalie Webber","Avery Reinforcements for Hole-Punch Pages","NW-18400"
"Technology","179.991","2016-11-05","TEC-MA-10003337","Portland","-251.9874","Oregon","97206","8943","West","First Class","CA-2016-159023","Consumer","Machines","2016-11-03","3","","United States","Natalie Webber","Okidata B401 Printer","NW-18400"
"Furniture","239.358","2017-10-16","FUR-CH-10001545","Aurora","-47.8716","Illinois","60505","8944","Central","Standard Class","CA-2017-111717","Consumer","Chairs","2017-10-10","3","","United States","Scot Wooten","Hon Comfortask Task/Swivel Chairs","SW-20245"
"Office Supplies","164.88","2014-12-08","OFF-PA-10000062","San Francisco","80.7912","California","94109","8945","West","First Class","CA-2014-154592","Home Office","Paper","2014-12-07","3","0","United States","Erica Hernandez","Green Bar Computer Printout Paper","EH-14005"
"Office Supplies","10.95","2014-11-17","OFF-SU-10001574","San Francisco","3.285","California","94110","8946","West","Second Class","CA-2014-128622","Corporate","Supplies","2014-11-15","3","0","United States","Scott Cohen","Acme Value Line Scissors","SC-20260"
"Office Supplies","19.44","2017-12-28","OFF-PA-10001972","New Bedford","9.3312","Massachusetts","2740","8947","East","Standard Class","CA-2017-148355","Corporate","Paper","2017-12-24","3","0","United States","Nick Crebassa","Xerox 214","NC-18535"
"Office Supplies","12.3","2017-12-28","OFF-BI-10000201","New Bedford","6.15","Massachusetts","2740","8948","East","Standard Class","CA-2017-148355","Corporate","Binders","2017-12-24","5","0","United States","Nick Crebassa","Avery Triangle Shaped Sheet Lifters, Black, 2/Pack","NC-18535"
"Office Supplies","13.97","2014-12-26","OFF-AP-10003278","San Diego","3.6322","California","92037","8949","West","First Class","CA-2014-132913","Consumer","Appliances","2014-12-24","1","0","United States","Adam Shillingsburg","Belkin 7-Outlet SurgeMaster Home Series","AS-10090"
"Furniture","934.956","2017-12-28","FUR-TA-10002903","Jackson","-249.3216","Tennessee","38301","8950","South","Standard Class","CA-2017-150910","Consumer","Tables","2017-12-22","6","","United States","Jack Lebron","Bevis Round Bullnose 29"" High Table Top","JL-15130"
"Technology","46.864","2017-12-28","TEC-AC-10001013","Jackson","7.6154","Tennessee","38301","8951","South","Standard Class","CA-2017-150910","Consumer","Accessories","2017-12-22","2","","United States","Jack Lebron","Logitech ClearChat Comfort/USB Headset H390","JL-15130"
"Office Supplies","26.16","2017-12-28","OFF-ST-10000918","Jackson","1.962","Tennessee","38301","8952","South","Standard Class","CA-2017-150910","Consumer","Storage","2017-12-22","3","","United States","Jack Lebron","Crate-A-Files","JL-15130"
"Office Supplies","23.128","2017-12-28","OFF-AR-10001419","Jackson","2.891","Tennessee","38301","8953","South","Standard Class","CA-2017-150910","Consumer","Art","2017-12-22","7","","United States","Jack Lebron","Newell 325","JL-15130"
"Office Supplies","59.24","2017-12-28","OFF-AP-10003266","Jackson","16.291","Tennessee","38301","8954","South","Standard Class","CA-2017-150910","Consumer","Appliances","2017-12-22","5","","United States","Jack Lebron","Holmes Replacement Filter for HEPA Air Cleaner, Large Room","JL-15130"
"Furniture","155.456","2014-08-10","FUR-BO-10000468","Jacksonville","-7.7728","Florida","32216","8955","South","Second Class","CA-2014-156790","Consumer","Bookcases","2014-08-08","4","","United States","Vivek Gonzalez","O'Sullivan 2-Shelf Heavy-Duty Bookcases","VG-21790"
"Office Supplies","8.56","2014-09-24","OFF-PA-10004610","San Diego","3.852","California","92024","8956","West","Standard Class","CA-2014-126480","Corporate","Paper","2014-09-20","2","0","United States","Henry Goldwyn","Xerox 1900","HG-14965"
